,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Kareem Hunt,,297.20000000000005,230.20000000000002,101.4,218.50000000000003,108.0,126.80000000000001,,,,,,,,,,
Akeem Hunt,,19.5,16.8,9.4,,,,,,,,,,,,,
Caleb Huntley,,,,44.9,,,,,,,,,,,,,
Carlos Hyde,,,,76.10000000000001,81.3,196.10000000000002,235.8,100.39999999999999,157.2,84.9,49.8,,,,,,
Godwin Igwebuike,,,,0.0,,,30.8,1.7000000000000002,,,,,,,,,
Mark Ingram,,93.0,99.10000000000001,58.400000000000006,193.9,203.4,242.20000000000002,284.0,144.5,242.5,52.900000000000006,110.60000000000001,52.1,,,,
Keaontay Ingram,,,18.1,,,,,,,,,,,,,,
Chris Ivory,,104.30000000000001,43.4,37.2,104.30000000000001,154.4,206.7,100.5,88.7,78.0,,,,,,,
Deon Jackson,,9.1,86.5,,,,,,,,,,,,,,
Justin Jackson,,61.1,31.2,63.3,88.19999999999999,51.1,,,,,,,,,,,
Josh Jacobs,193.6,235.3,230.0,330.3,,,,,,,,,,,,,
Andy Janovich,,,18.7,14.7,25.700000000000003,15.299999999999999,3.6999999999999997,9.9,,,,,,,,,
Ty Johnson,,62.2,63.300000000000004,119.0,42.8,,,,,,,,,,,,
David Johnson,,,,211.8,411.8,15.0,248.6,143.5,181.5,83.3,11.1,,,,,,
D'Ernest Johnson,,,15.200000000000001,21.0,104.10000000000001,5.4,,,,,,,,,,,
Duke Johnson,,164.3,146.20000000000002,220.10000000000002,128.0,156.0,88.4,59.1,0.4,,,,,,,,
Chris Johnson,,,251.8,396.90000000000003,276.9,227.5,219.5,244.2,117.4,111.2,15.5,20.700000000000003,,,,,
Aaron Jones,,,80.00000000000001,173.4,318.8,258.9,231.0,252.60000000000002,,,,,,,,,
Tony Jones,,,1.3,22.1,10.4,,,,,,,,,,,,
Ronald Jones II,20.700000000000003,170.3,190.3,83.20000000000002,16.2,,,,,,,,,,,,
Taiwan Jones,,,11.8,5.2,9.8,0.0,31.0,7.500000000000001,2.1,0.0,5.9,0.0,0.0,0.0,,,
Matt Jones,,122.4,79.3,1.4000000000000001,,,,,,,,,,,,,
Alvin Kamara,,314.40000000000003,348.20000000000005,250.52,377.8,234.70000000000002,219.7,,,,,,,,,,
Joshua Kelley,,,85.19999999999999,19.0,64.80000000000001,,,,,,,,,,,,
Robert Kelley,,,,132.60000000000002,43.2,0.8,,,,,,,,,,,
Joe Kerridge,,,,0.0,1.3,,,,,,,,,,,,
Zonovan Knight,59.0,,,,,,,,,,,,,,,,
Eddie Lacy,,,244.5,276.6,144.6,42.8,28.6,,,,,,,,,,
Dion Lewis,16.900000000000002,17.3,,,122.20000000000002,54.7,197.00000000000003,162.7,68.30000000000001,61.2,,,,,,,
Phillip Lindsay,,,,222.79999999999998,197.70000000000002,66.0,45.400000000000006,12.8,,,,,,,,,
Zach Line,,,1.8,0.0,34.5,1.5,11.600000000000001,22.5,11.6,,,,,,,,
Marshawn Lynch,196.22,234.60000000000002,102.9,146.2,247.60000000000002,273.6,277.29999999999995,306.3,80.7,,166.20000000000002,79.0,9.4,,,,
Marlon Mack,103.30000000000001,178.10000000000002,179.3,8.6,12.900000000000002,38.3,,,,,,,,,,,
Tre Madden,,,,8.5,5.8,,,,,,,,,,,,
Byron Marshall,,10.4,12.8,7.9,,,,,,,,,,,,,
Doug Martin,,,313.6,70.2,80.80000000000001,242.3,87.5,76.0,125.9,,,,,,,,
Jordan Mason,,,31.8,,,,,,,,,,,,,,
