,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Cleo Lemon,,,,,,,27.18,129.12,-0.30000000000000004,,,,,,,,,,,,,,,,
Thaddeus Lewis,,,,,,,12.46,72.88000000000001,,,,,,,,,,,,,,,,,
Ryan Lindley,,,16.78,,26.480000000000004,8.32,,,,,,,,,,,,,,,,,,,
Jake Locker,,,57.28,160.14000000000001,117.74000000000001,75.92,,,,,,,,,,,,,,,,,,,
Jared Lorenzen,,,,,0.2,1.32,,,,,,,,,,,,,,,,,,,
J.P. Losman,,,0.78,101.0,228.04000000000002,71.16,44.36,0.0,,2.5,,,,,,,,,,,,,,,
Jordan Love,,,25.14,13.700000000000001,,,,,,,,,,,,,,,,,,,,,
Andrew Luck,,,332.46000000000004,334.58,443.74,160.84,375.70000000000005,,403.92,,,,,,,,,,,,,,,,
Paxton Lynch,,32.379999999999995,20.8,,,,,,,,,,,,,,,,,,,,,,
Patrick Mahomes,,10.36,519.08,341.04,448.40000000000003,439.66,493.4,,,,,,,,,,,,,,,,,,
Ryan Mallett,,,,-2.2199999999999998,,23.8,78.94,-1.56,13.94,,,,,,,,,,,,,,,,
Eli Manning,,,63.22,274.48,239.85999999999999,244.34,242.51999999999998,301.34000000000003,303.08000000000004,346.82,286.92,210.32000000000002,337.5,365.38,284.18000000000006,235.32000000000002,283.96000000000004,68.38000000000001,,,,,,,
Peyton Manning,,255.76,310.7,362.12,314.94,318.8,328.08,460.08,302.38,371.48,337.1,306.18000000000006,344.7,353.8,,386.96000000000004,531.98,390.68000000000006,109.36000000000001,,,,,,
Sean Mannion,,,1.24,-1.34,7.2,0.020000000000000018,0.54,,14.96,,,,,,,,,,,,,,,,
EJ Manuel,,,157.48,68.72000000000001,46.839999999999996,7.44,16.1,,,,,,,,,,,,,,,,,,
Marcus Mariota,,255.02,321.93999999999994,238.48000000000002,201.92000000000002,99.02000000000001,27.84,14.860000000000001,228.56,,,,,,,,,,,,,,,,
Jamie Martin,,,,,,25.04,,27.000000000000004,,21.68,-0.020000000000000018,71.24000000000001,,7.5200000000000005,67.67999999999999,12.32,-0.30000000000000004,,,,,,,,
A.J. McCarron,,,,,69.25999999999999,0.0,2.64,0.12,16.9,0.8,,,,,,,,,,,,,,,
Josh McCown,,,0.6400000000000001,80.52,170.14,119.34,3.5,98.33999999999999,-0.30000000000000004,0.08,,27.36,,162.06,156.94,164.16000000000003,70.1,249.44000000000003,22.759999999999998,0.76,,,,,
Luke McCown,,,36.82,,,76.06,1.5,0.08,5.2,6.140000000000001,-0.30000000000000004,-0.4,0.0,11.4,,,,,,,,,,,
